doc_id,travel_sponsor,sponsors_cleaned,sponsor
500020149,United Nations Foundation; Bill and Melinda Gates Foundation,United Nations Foundation;Bill And Melinda Gates Foundation,Bill and Melinda Gates Foundation
500020150,American Enterprise Institute,American Enterprise Institute,American Enterprise Institute
500020151,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020151,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020151,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020151,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020152,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020152,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020152,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020152,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020153,Congressional Black Caucus Political Education and Leadership Institute,Congressional Black Caucus Foundation,Congressional Black Caucus Foundation
500020154,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500020154,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500020154,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Renewable Fuels Association
500020154,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Corn Growers Association
500020155,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500020155,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500020155,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Renewable Fuels Association
500020155,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Corn Growers Association
500020156,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500020156,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500020156,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Renewable Fuels Association
500020156,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Corn Growers Association
500020157,Campion Advocacy Fund,Campion Advocacy Fund,Campion Advocacy Fund
500020158,Woodrow Wilson International Center of Scholars; Williams and Flora Hewlett Foundation,Woodrow Wilson International Center Of Scholars; Williams And Flora Hewlett Foundation,Woodrow Wilson International Center for Scholars
500020158,Woodrow Wilson International Center of Scholars; Williams and Flora Hewlett Foundation,Woodrow Wilson International Center Of Scholars; Williams And Flora Hewlett Foundation,William and Flora Hewlett Foundation
500020159,Alliance to Save Energy,Alliance To Save Energy,Alliance to Save Energy
500020160,United Nations Foundation,United Nations Foundation,United Nations Foundation
500020161,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020161,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020161,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020161,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020162,Congressional Black Caucus Political Education and Leadership Institute,Congressional Black Caucus Foundation,Congressional Black Caucus Foundation
500020163,Congressional Black Caucus Political Education and Leadership Institute,Congressional Black Caucus Foundation,Congressional Black Caucus Foundation
500020164,National Park Foundation,National Parks Foundation,National Parks Foundation
500020165,National Park Foundation,National Parks Foundation,National Parks Foundation
500020166,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020166,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020166,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020166,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020167,United Nations Foundation; Bill and Melinda Gates Foundation,United Nations Foundation;Bill And Melinda Gates Foundation,United Nations Foundation
500020167,United Nations Foundation; Bill and Melinda Gates Foundation,United Nations Foundation;Bill And Melinda Gates Foundation,Bill and Melinda Gates Foundation
500020168,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,J Street Education Fund
500020168,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,Leonard Hill Charitable Trust
500020169,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,J Street Education Fund
500020169,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,Leonard Hill Charitable Trust
500020170,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020170,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020170,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020170,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020171,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020171,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020171,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020171,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020172,Alliance to Save Energy,Alliance To Save Energy,Alliance to Save Energy
500020173,Campion Advocacy Fund,Campion Advocacy Fund,Campion Advocacy Fund
500020174,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020174,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020174,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020174,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020175,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020175,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020175,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020175,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020176,National Park Foundation,National Parks Foundation,National Parks Foundation
500020177,Alliance to Save Energy,Alliance To Save Energy,Alliance to Save Energy
500020178,Foundation for Rural Service,Foundation For Rural Service,Foundation for Rural Service
500020179,Foundation for Rural Services; South Dakota Telecommunications Association,Foundation For Rural Service;South Dakota Telecommunications Association,Foundation for Rural Service
500020179,Foundation for Rural Services; South Dakota Telecommunications Association,Foundation For Rural Service;South Dakota Telecommunications Association,South Dakota Telecommunications Association
500020180,Stanford Universtiy's Hoover Institution,Hoover Institution At Stanford University,Hoover Institution at Stanford University
500020181,Stanford Universtiy's Hoover Institution,Hoover Institution At Stanford University,Hoover Institution at Stanford University
500020182,Stanford University's Hoover Institution,Hoover Institution At Stanford University,Hoover Institution at Stanford University
500020183,Stanford University's Hoover Institution,Hoover Institution At Stanford University,Hoover Institution at Stanford University
500020184,Stanford University's Hoover Institution,Hoover Institution At Stanford University,Hoover Institution at Stanford University
500020185,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,J Street Education Fund
500020185,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,Leonard Hill Charitable Trust
500020186,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,J Street Education Fund
500020186,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,Leonard Hill Charitable Trust
500020187,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,J Street Education Fund
500020187,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,Leonard Hill Charitable Trust
500020188,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500020188,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500020188,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Renewable Fuels Association
500020188,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Corn Growers Association
500020189,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500020189,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500020189,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Renewable Fuels Association
500020189,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Corn Growers Association
500020190,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500020190,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500020190,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Renewable Fuels Association
500020190,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Corn Growers Association
500020191,Panetta Institute for Public Policy,Panetta Institute For Public Policy,Panetta Institute for Public Policy
500020192,Stanford University's Hoover Institution,Hoover Institution At Stanford University,Hoover Institution at Stanford University
500020193,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500020193,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500020193,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Renewable Fuels Association
500020193,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Corn Growers Association
500020194,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500020194,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500020194,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Renewable Fuels Association
500020194,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Corn Growers Association
500020195,Congressional Black Caucus Political Education and Leadership Institute,Congressional Black Caucus Foundation,Congressional Black Caucus Foundation
500020196,Security BSides Las Vegas,Security BSides Las Vegas,Security BSides Las Vegas
500020197,United Nations Foundation; Bill and Melinda Gates Foundation,United Nations Foundation;Bill And Melinda Gates Foundation,United Nations Foundation
500020197,United Nations Foundation; Bill and Melinda Gates Foundation,United Nations Foundation;Bill And Melinda Gates Foundation,Bill and Melinda Gates Foundation
500020198,United Nations Foundation; Bill and Melinda Gates Foundation,United Nations Foundation;Bill And Melinda Gates Foundation,United Nations Foundation
500020198,United Nations Foundation; Bill and Melinda Gates Foundation,United Nations Foundation;Bill And Melinda Gates Foundation,Bill and Melinda Gates Foundation
500020199,Alliance to Save Energy,Alliance To Save Energy,Alliance to Save Energy
500020200,Alliance to Save Energy,Alliance To Save Energy,Alliance to Save Energy
500020201,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020201,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020201,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020201,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020202,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,J Street Education Fund
500020202,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,Leonard Hill Charitable Trust
500020203,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020203,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020203,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020203,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020204,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020204,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020204,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020204,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020206,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020206,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020206,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020206,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020207,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020207,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020207,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020207,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020208,Aspen Institute,Aspen Institute,The Aspen Institute
500020210,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,J Street Education Fund
500020210,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,Leonard Hill Charitable Trust
500020211,Stanford University's Hoover Institution,Hoover Institution At Stanford University,Hoover Institution at Stanford University
500020212,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500020212,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500020212,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Renewable Fuels Association
500020212,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Corn Growers Association
500020213,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,The Aspen Institute
500020213,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Henry Luce Foundation
500020213,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Democracy Fund
500020213,Aspen Institute; Henry Luce Foundation; Democracy Fund; Rockefeller Brothers Fund,Aspen Institute;Henry Luce Foundation;Democracy Fund;Rockefeller Brothers Fund,Rockefeller Brothers Fund
500020214,Cooperative for Assistance and Relief Everywhere; Bill and Melinda Gates Foundation,Cooperative For Assistance And Relief Everywhere;Bill And Melinda Gates Foundation,Cooperative for Assistance and Relief Everywhere
500020214,Cooperative for Assistance and Relief Everywhere; Bill and Melinda Gates Foundation,Cooperative For Assistance And Relief Everywhere;Bill And Melinda Gates Foundation,Bill and Melinda Gates Foundation
500020216,Postsecondary National Policy Institute; Bill and Melinda Gates Foundation; Lumina Foundation; Kresg,Postsecondary National Policy Institute;Bill And Melinda Gates Foundation;Lumina Foundation;Kresge Foundation,Postsecondary National Policy Institute
500020216,Postsecondary National Policy Institute; Bill and Melinda Gates Foundation; Lumina Foundation; Kresg,Postsecondary National Policy Institute;Bill And Melinda Gates Foundation;Lumina Foundation;Kresge Foundation,Bill and Melinda Gates Foundation
500020216,Postsecondary National Policy Institute; Bill and Melinda Gates Foundation; Lumina Foundation; Kresg,Postsecondary National Policy Institute;Bill And Melinda Gates Foundation;Lumina Foundation;Kresge Foundation,Lumina Foundation
500020216,Postsecondary National Policy Institute; Bill and Melinda Gates Foundation; Lumina Foundation; Kresg,Postsecondary National Policy Institute;Bill And Melinda Gates Foundation;Lumina Foundation;Kresge Foundation,Kresge Foundation
500020217,Stanford University's Hoover Institution,Hoover Institution At Stanford University,Hoover Institution at Stanford University
500020218,"Red River Valley Sugarbeet Education Foundation, Inc.",Red River Valley Sugarbeet Education Foundation,Red River Valley Sugarbeet Education Foundation
500020219,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,J Street Education Fund
500020219,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,Leonard Hill Charitable Trust
500020220,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,J Street Education Fund
500020220,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,Leonard Hill Charitable Trust
500020221,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,J Street Education Fund
500020221,J Street Education Fund; Leonard Hill Charitable Trust,J Street Education Fund;Leonard Hill Charitable Trust,Leonard Hill Charitable Trust
500020222,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Renewable Fuels Association
500020222,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Clean Fuels Alliance Foundation
500020222,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Renewable Fuels Association
500020222,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Foundation; Iowa Co,Iowa Renewable Fuels Association; National Biodiesel Foundation; Renewable Fuels Association; Iowa Corn Growers Association,Iowa Corn Growers Association
